DataSource	Name	Country	CatalogId	NoradId	BirthDate	Operator	Users	Purpose	DetailedPurpose	LaunchMass	DryMass	Power	Lifetime	Contractor	LaunchSite	LaunchVehicle	OrbitType	Epoch	SMA	Ecc	Inc	RAAN	ArgP	MeanAnom	OpsStatusCode	ObjectType
CELESTRAK	TIANMU-1 05		2023-039C	55975	2023-03-22	PRC												2026-08-03T14:41:03.755328	6799266.329071806	0.00014943	1.702116645044202	0.5425705045674772	5.812785912511326	0.472446665880849	+	PAY
CELESTRAK	TIANMU-1 06		2023-039D	55976	2023-03-22	PRC												2026-08-03T14:32:15.434016	6797478.265341589	0.00015636	1.70212362636121	0.5544125635422587	5.625742467233598	0.6594342606225135	+	PAY
CELESTRAK	COSMOS 2567		2023-040A	55978	2023-03-23	CIS												2026-08-03T14:22:08.789376	6868331.085432711	0.00008921	1.7032127118144542	2.4851900298779936	1.3617303170155037	4.9237902407032506	+	PAY
CELESTRAK	GLOBAL-19		2023-041B	55982	2023-03-24	US												2026-08-03T13:23:29.505696	6831047.061459605	0.00081507	0.7330592297886422	4.983152379222082	5.245709239916597	1.037535408457557	+	PAY
CELESTRAK	GLOBAL-5		2023-041C	55983	2023-03-24	US												2026-08-03T04:50:54.614400	6831179.912498502	0.00082211	0.7330522484716343	5.01132199334927	5.30719020814735	0.9760963281288527	+	PAY
CELESTRAK	STARLINK-5905		2023-042A	55986	2023-03-24	US												2026-08-03T08:01:37.074432	6861210.952332485	0.0002148	0.7506346953562253	5.440275054270421	5.044392492016059	1.2398731739705118	+	PAY
CELESTRAK	STARLINK-5915		2023-042B	55987	2023-03-24	US												2026-08-03T13:48:37.637568	6861190.063569191	0.00012567	0.7505474288936256	5.412033881643901	4.8722209972945745	1.4122034936539278	+	PAY
CELESTRAK	STARLINK-5916		2023-042C	55988	2023-03-24	US												2026-08-03T15:01:56.100864	6861185.533100082	0.00014225	0.7505491742228775	5.478298797354369	4.674314622752433	1.610071470952525	+	PAY
CELESTRAK	STARLINK-5947		2023-042D	55989	2023-03-24	US												2026-08-03T13:43:04.993248	6861222.2262221975	0.00027584	0.7505980434419335	5.41150853753905	4.922933284040522	1.3611997369228974	+	PAY
CELESTRAK	STARLINK-5946		2023-042E	55990	2023-03-24	US												2026-08-03T07:11:39.112800	6861199.453911	0.00012291	0.7505352115888614	5.436000742932287	4.8230428549611295	1.461385126645876	+	PAY
CELESTRAK	STARLINK-5948		2023-042F	55991	2023-03-24	US												2026-08-03T13:45:38.145888	6861191.8182671	0.00012645	0.7505561555398854	5.352226684165812	4.457689591982653	1.826736644295101	+	PAY
CELESTRAK	STARLINK-5969		2023-042H	55993	2023-03-24	US												2026-08-03T07:20:55.025952	6861165.132607123	0.00010503	0.7505509195521296	5.436850718278008	4.543474270047427	1.7409903634738717	+	PAY
CELESTRAK	STARLINK-5956		2023-042J	55994	2023-03-24	US												2026-08-03T07:37:33.391776	6861199.837190941	0.00019121	0.7505544102106335	5.4383010868864154	4.9608226367720665	1.323477935799544	+	PAY
CELESTRAK	STARLINK-5903		2023-042L	55996	2023-03-24	US												2026-08-03T14:55:02.053920	6861195.6690244675	0.00013437	0.7505474288936256	5.403083833239673	4.691835983113204	1.5925675638842736	+	PAY
CELESTRAK	STARLINK-5902		2023-042N	55998	2023-03-24	US												2026-08-03T15:00:36.092736	6861242.64211166	0.00023165	0.7505020503330736	5.403476532321372	4.350770722005481	1.9334670187130583	+	PAY
CELESTRAK	STARLINK-5901		2023-042P	55999	2023-03-24	US												2026-08-03T14:00:01.999872	6861206.924885103	0.0001528	0.7505491742228775	5.413842042748967	5.253489917721987	0.6804288261947533	+	PAY
CELESTRAK	STARLINK-5910		2023-042Q	56000	2023-03-24	US												2026-08-03T13:41:13.965792	6861171.115298723	0.00011912	0.7505439382351214	5.411152490371643	4.808375107927369	1.4760598549966444	+	PAY
CELESTRAK	STARLINK-5944		2023-042R	56001	2023-03-24	US												2026-08-03T15:07:29.270496	6861196.552363815	0.00011797	0.7505509195521296	5.478600739314964	4.698913293230041	1.5855234150232247	+	PAY
CELESTRAK	STARLINK-5799		2023-042S	56002	2023-03-24	US												2026-08-03T13:35:40.651008	6861201.103811748	0.00013133	0.7505387022473655	5.410660307522581	4.670919957357305	1.6134905709571818	+	PAY
CELESTRAK	STARLINK-5789		2023-042T	56003	2023-03-24	US												2026-08-03T07:59:45.491424	6861197.660281367	0.00027836	0.7505823354786655	5.440168589186049	5.090868864667415	1.193285100247027	+	PAY
CELESTRAK	STARLINK-5787		2023-042U	56004	2023-03-24	US												2026-08-03T13:59:01.351392	6861199.995892806	0.0001362	0.7505456835643736	5.472415292445896	4.887236064849481	1.3971674821479967	+	PAY
CELESTRAK	STARLINK-5801		2023-042V	56005	2023-03-24	US												2026-08-03T14:56:22.857792	6861213.647281989	0.00012757	0.7505404475766174	5.477543069788256	4.898484711878585	1.385936288411413	+	PAY
CELESTRAK	STARLINK-5794		2023-042W	56006	2023-03-24	US												2026-08-03T13:43:43.038624	6861192.77047565	0.00013814	0.7505352115888614	5.545438123020087	4.772150799302228	1.512245766378243	+	PAY
CELESTRAK	STARLINK-5806		2023-042X	56007	2023-03-24	US												2026-08-03T13:46:46.623072	6861191.866176956	0.00014713	0.7505526648813815	5.411686561122754	4.730936594345634	1.553440772713065	+	PAY
CELESTRAK	STARLINK-5803		2023-042Y	56008	2023-03-24	US												2026-08-03T13:31:58.336896	6861192.387196698	0.00013573	0.7505439382351214	5.410229211197338	4.851041426821624	1.4333603748466033	+	PAY
CELESTRAK	STARLINK-5964		2023-042Z	56009	2023-03-24	US												2026-08-03T13:49:46.314336	6861192.477027698	0.00012558	0.7505404475766174	5.471549609136907	4.729021968156195	1.5553990321338027	+	PAY
CELESTRAK	STARLINK-5968		2023-042AA	56010	2023-03-24	US												2026-08-03T07:35:42.388512	6861225.903346838	0.00011788	0.7505544102106335	5.437908387804717	4.722538069985037	1.5618986382682294	+	PAY
CELESTRAK	STARLINK-5936		2023-042AB	56011	2023-03-24	US												2026-08-03T12:37:24.936384	6861163.988770675	0.00009212	0.7505334662596095	5.1636805104021155	4.558264190128827	1.7262266233312515	+	PAY
CELESTRAK	STARLINK-5940		2023-042AC	56012	2023-03-24	US												2026-08-02T12:39:08.973216	6861190.608543506	0.00012172	0.7505212489548455	5.2580330097649295	4.696806680822884	1.5876213007841218	+	PAY
CELESTRAK	STARLINK-5941		2023-042AD	56013	2023-03-24	US												2026-08-03T14:07:07.843872	6861195.633092024	0.00018484	0.7505718635031535	5.413428399716245	4.902584490291519	1.381724808926351	+	PAY
CELESTRAK	STARLINK-5942		2023-042AE	56014	2023-03-24	US												2026-08-03T12:42:55.734336	6861149.897463386	0.00009365	0.7505613915276415	5.164177929238933	4.65286976223318	1.6316158152391431	+	PAY
CELESTRAK	STARLINK-5939		2023-042AF	56015	2023-03-24	US												2026-08-03T12:22:36.127488	6861192.620757304	0.00010819	0.7505264849426015	5.1623976934019	4.833343788206401	1.4511138639978896	+	PAY
CELESTRAK	STARLINK-5943		2023-042AG	56016	2023-03-24	US												2026-08-03T05:34:43.600512	6861198.600514451	0.00019173	0.7505561555398854	5.200060153330686	4.852964779657321	1.4313270662680297	+	PAY
CELESTRAK	STARLINK-5934		2023-042AH	56017	2023-03-24	US												2026-08-03T05:12:31.611456	6861174.349191504	0.00020371	0.7505579008691375	5.198199632348059	5.144375423545806	1.1399268943550565	+	PAY
CELESTRAK	STARLINK-5945		2023-042AJ	56018	2023-03-24	US												2026-08-03T07:03:18.426528	6861135.991875355	0.00020925	0.7505683728446494	5.193157376139047	4.969880895589918	1.3143865157259058	+	PAY
CELESTRAK	STARLINK-5949		2023-042AK	56019	2023-03-24	US												2026-08-03T12:54:03.233952	6861195.998405208	0.00010478	0.7505369569181135	5.165132624339774	4.7417471637324855	1.5427157244595595	+	PAY
CELESTRAK	STARLINK-5912		2023-042AL	56020	2023-03-24	US												2026-08-03T06:57:47.123136	6861201.271496816	0.00019672	0.7505805901494134	5.192736751789317	5.035437207624076	1.2488598742890304	+	PAY
CELESTRAK	STARLINK-5907		2023-042AM	56021	2023-03-24	US												2026-08-03T13:08:51.655776	6861208.994004172	0.00028398	0.7505596461983896	5.16647652786381	5.461136974819509	0.8231182191915497	+	PAY
CELESTRAK	STARLINK-5783		2023-042AN	56022	2023-03-24	US												2026-08-03T12:09:38.854080	6861195.489362261	0.00013222	0.7505177582963416	5.161043317902353	4.638226449808947	1.6461823331762875	+	PAY
CELESTRAK	STARLINK-5771		2023-042AP	56023	2023-03-24	US												2026-08-03T07:18:08.568576	6861180.604389373	0.00014976	0.7505509195521296	5.194466373078043	4.68950422323254	1.5948679078384023	+	PAY
CELESTRAK	STARLINK-5772		2023-042AQ	56024	2023-03-24	US												2026-08-03T12:26:19.026528	6861182.892076597	0.00009278	0.7505195036255936	5.162486705193752	4.7520725315872845	1.5324147912142894	+	PAY
CELESTRAK	STARLINK-5766		2023-042AR	56025	2023-03-24	US												2026-08-03T07:16:17.061600	6861171.372812267	0.00018756	0.7505596461983896	5.194274386860324	4.890712760719454	1.3935895571814083	+	PAY
CELESTRAK	STARLINK-5770		2023-042AS	56026	2023-03-24	US												2026-08-03T12:15:11.900160	6861191.213405237	0.00012709	0.7505142676378376	5.16160182326299	4.641615879216319	1.6428016304151747	+	PAY
CELESTRAK	STARLINK-5777		2023-042AT	56027	2023-03-24	US												2026-08-03T13:41:57.122592	6861195.935523427	0.00013614	0.7505264849426015	5.154487861231861	4.65753502732376	1.6268650290152147	+	PAY
CELESTRAK	STARLINK-5779		2023-042AU	56028	2023-03-24	US												2026-08-03T06:24:28.444896	6861192.20454034	0.00013226	0.7505421929058695	5.189600395123483	4.702800141474233	1.5816068961817495	+	PAY
CELESTRAK	STARLINK-5774		2023-042AV	56029	2023-03-24	US												2026-08-03T12:20:45.980448	6861210.799618758	0.00015426	0.7505404475766174	5.162004994320201	4.690392595821805	1.5939708086028772	+	PAY
CELESTRAK	STARLINK-5781		2023-042AW	56030	2023-03-24	US												2026-08-03T12:46:38.991072	6861178.927551781	0.00013416	0.7505439382351214	5.164280903664802	4.872023775089099	1.412383262566883	P	PAY
CELESTRAK	STARLINK-5785		2023-042AX	56031	2023-03-24	US												2026-08-03T14:04:09.094368	6861185.347449821	0.00014273	0.7505352115888614	5.1564199407138185	4.692932049883457	1.5914557891507535	+	PAY
CELESTRAK	STARLINK-5786		2023-042AY	56032	2023-03-24	US												2026-08-03T06:50:22.772256	6861175.645744032	0.00019583	0.7505666275153975	5.191926919016392	5.167035033224449	1.117284737968934	+	PAY
CELESTRAK	STARLINK-5782		2023-042BA	56034	2023-03-24	US												2026-08-03T07:01:28.892928	6861189.497634438	0.00018736	0.7505840808079174	5.192893831421996	4.7774461282527785	1.5068509536603285	+	PAY
CELESTRAK	STARLINK-5792		2023-042BB	56035	2023-03-24	US												2026-08-03T12:52:12.000864	6861196.651178066	0.00011156	0.7505387022473655	5.164797521123392	4.820838504115861	1.463610421442169	+	PAY
CELESTRAK	STARLINK-5790		2023-042BC	56036	2023-03-24	US												2026-08-03T05:14:22.228512	6861228.310848051	0.00012215	0.7505544102106335	5.197902926375221	4.665516417993129	1.618909818284624	+	PAY
CELESTRAK	STARLINK-5758		2023-042BD	56037	2023-03-24	US												2026-08-03T11:48:21.926880	6861191.030748957	0.00014165	0.7505404475766174	4.916421460601331	4.779242072053081	1.50514576698113	+	PAY
CELESTRAK	STARLINK-5793		2023-042BE	56038	2023-03-24	US												2026-08-03T07:12:37.111392	6861225.47814162	0.00011612	0.7504968143453177	5.193759514730985	4.2710999323104435	2.0133629558816026	+	PAY
CELESTRAK	STARLINK-5795		2023-042BF	56039	2023-03-24	US												2026-08-03T04:23:29.096160	6861195.246818302	0.00016101	0.7505334662596095	4.950968507815307	4.869781027000286	1.414573650778136	+	PAY
CELESTRAK	STARLINK-5798		2023-042BG	56040	2023-03-24	US												2026-08-03T06:03:12.831840	6861215.620585582	0.00015961	0.7505072863208296	4.944788296933995	4.192654363750306	2.091740456600912	+	PAY
CELESTRAK	STARLINK-5800		2023-042BH	56041	2023-03-24	US												2026-08-03T05:14:21.390432	6861168.102990912	0.00013709	0.7505229942840976	4.999846453517407	4.71478706277693	1.5696112482327926	+	PAY
CELESTRAK	ONEWEB-0537		2023-043A	56046	2023-03-26	UK												2026-08-03T11:09:11.068416	7575890.502307672	0.00019789	1.534282293513923	3.8288858597326403	1.467214526347537	4.818337447297754	+	PAY
CELESTRAK	ONEWEB-0538		2023-043B	56047	2023-03-26	UK												2026-08-03T11:00:03.406464	7575888.883472855	0.00022608	1.534284038843175	3.8289574182319726	1.5047775025089591	4.780832067001647	+	PAY
CELESTRAK	ONEWEB-0546		2023-043C	56048	2023-03-26	UK												2026-08-03T12:31:15.389760	7575890.947295593	0.00017244	1.5342788028554193	3.8287375067462204	1.2448805235944835	5.040605127539232	+	PAY
CELESTRAK	ONEWEB-0547		2023-043D	56049	2023-03-26	UK												2026-08-03T02:30:03.629952	7555895.063319735	0.00022375	1.5345406022432184	4.0951707437094145	1.6197807375813693	4.66583057725849	+	PAY
CELESTRAK	ONEWEB-0548		2023-043E	56050	2023-03-26	UK												2026-08-03T11:17:08.176128	7575899.145058899	0.00017732	1.5342770575261673	3.828835245184332	1.747537093498102	4.537971246915888	+	PAY
CELESTRAK	ONEWEB-0549		2023-043F	56051	2023-03-26	UK												2026-08-03T02:21:35.064000	7555894.54504547	0.00023601	1.5345301302677063	4.095258010172015	1.5190333518392487	4.7666023976101375	+	PAY
CELESTRAK	ONEWEB-0550		2023-043G	56052	2023-03-26	UK												2026-08-03T11:07:11.640288	7555894.404044398	0.00020413	1.5345336209262106	4.093964721196286	1.7224706747809597	4.563097006827599	+	PAY
CELESTRAK	ONEWEB-0551		2023-043H	56053	2023-03-26	UK												2026-08-03T12:56:06.597600	7579908.382051984	0.00023695	1.53407808999144	4.359630013288603	1.5948138026315903	4.690818456159291	+	PAY
CELESTRAK	ONEWEB-0552		2023-043J	56054	2023-03-26	UK												2026-08-03T07:21:55.207872	7555895.147158226	0.00022348	1.5345283849384543	4.094582567751493	1.6910966361471098	4.594511188034245	+	PAY
CELESTRAK	ONEWEB-0553		2023-043K	56055	2023-03-26	UK												2026-08-03T12:40:22.474560	7575890.43709393	0.00017361	1.534280548184671	3.8287148174659444	1.4562887652300525	4.8292160845254335	+	PAY
CELESTRAK	ONEWEB-0554		2023-043L	56056	2023-03-26	UK												2026-08-03T12:22:08.151168	7575890.210763898	0.00017659	1.534280548184671	3.828905058354412	1.7989544932618553	4.486550356493632	+	PAY
CELESTRAK	ONEWEB-0555		2023-043M	56057	2023-03-26	UK												2026-08-03T11:27:24.691104	7575888.983211468	0.00016956	1.5342857841724273	3.828847462489096	1.3264188155891543	4.959068580873812	+	PAY
CELESTRAK	ONEWEB-0557		2023-043N	56058	2023-03-26	UK												2026-08-03T11:47:54.375648	7575861.6281018155	0.00008492	1.534287529501679	3.8289696355367364	1.7608382477275513	4.524488578444233	+	PAY
CELESTRAK	ONEWEB-0558		2023-043P	56059	2023-03-26	UK												2026-08-03T12:39:14.947776	7555887.24348512	0.00022923	1.5345336209262106	4.093746555039787	1.5016289285383613	4.783992858277009	+	PAY
CELESTRAK	ONEWEB-0559		2023-043Q	56060	2023-03-26	UK												2026-08-03T06:55:19.102656	7555888.973602732	0.00023067	1.5345371115847144	4.094511009252161	1.6243988787821466	4.661226398691728	+	PAY
CELESTRAK	ONEWEB-0566		2023-043R	56061	2023-03-26	UK												2026-08-03T12:12:38.239488	7555886.87383457	0.00023879	1.5345406022432184	4.093701176479235	1.6026241510342651	4.6830185797321295	+	PAY
CELESTRAK	ONEWEB-0568		2023-043S	56062	2023-03-26	UK												2026-08-03T12:12:59.098176	7575899.547850836	0.0001924	1.534280548184671	3.8287200534537003	1.4587601514508763	4.826781350218901	+	PAY
CELESTRAK	ONEWEB-0574		2023-043T	56063	2023-03-26	UK												2026-08-03T12:02:56.034816	7555886.618508957	0.00018918	1.5345336209262106	4.093821604197623	1.6633232117601238	4.622216544580403	+	PAY
CELESTRAK	ONEWEB-0575		2023-043U	56064	2023-03-26	UK												2026-08-03T12:03:51.927840	7575898.274261277	0.00016494	1.534282293513923	3.8286781655516524	1.611026166053366	4.6744629757388525	+	PAY
CELESTRAK	ONEWEB-0576		2023-043V	56065	2023-03-26	UK												2026-08-03T11:36:31.534848	7575895.366489529	0.00018577	1.534284038843175	3.828899822366656	1.612521913222325	4.67300737114269	+	PAY
CELESTRAK	ONEWEB-0577		2023-043W	56066	2023-03-26	UK												2026-08-03T11:45:37.696032	7575897.223166682	0.00014375	1.534287529501679	3.82883349985508	1.8218916102915648	4.463545171623094	+	PAY
CELESTRAK	ONEWEB-0578		2023-043X	56067	2023-03-26	UK												2026-08-03T02:38:31.945344	7555885.936370489	0.00018186	1.5345371115847144	4.095114893173351	1.4888758076940387	4.796649986012473	+	PAY
CELESTRAK	ONEWEB-0579		2023-043Y	56068	2023-03-26	UK												2026-08-03T11:31:26.788224	7555895.200509995	0.00022818	1.5345475835602265	4.093816368209867	1.7050854501018442	4.5805311007257705	+	PAY
CELESTRAK	ONEWEB-0581		2023-043Z	56069	2023-03-26	UK												2026-08-03T11:54:44.994240	7575899.340700691	0.00016759	1.5342700762091592	3.828974871524492	1.7862868935508802	4.499200502912085	+	PAY
CELESTRAK	ONEWEB-0609		2023-043AA	56070	2023-03-26	UK												2026-08-03T09:54:42.737760	7579908.877565627	0.00020982	1.5340815806499437	4.359799310226047	1.619255393476519	4.666322760107551	+	PAY
CELESTRAK	ONEWEB-0613		2023-043AB	56071	2023-03-26	UK												2026-08-03T11:40:48.242208	7579905.385924711	0.00022879	1.534079835320692	4.359762658311755	1.669484224019664	4.616128836149446	+	PAY
CELESTRAK	ONEWEB-0630		2023-043AC	56072	2023-03-26	UK												2026-08-03T11:33:55.949184	7579912.599682318	0.00022345	1.5340937979547078	4.359335052645017	1.6948979632579535	4.590702879606393	+	PAY
CELESTRAK	ONEWEB-0632		2023-043AD	56073	2023-03-26	UK												2026-08-03T13:16:38.255520	7579910.886509362	0.00019218	1.5340815806499437	4.359362977913049	1.7121261083043893	4.573411902706885	+	PAY
CELESTRAK	ONEWEB-0633		2023-043AE	56074	2023-03-26	UK												2026-08-03T13:07:30.080352	7579904.633052169	0.00024579	1.5340937979547078	4.359022638708909	1.6277603829214877	4.657887583832663	+	PAY
CELESTRAK	ONEWEB-0634		2023-043AF	56075	2023-03-26	UK												2026-08-03T09:07:54.297984	7579933.768587669	0.00019493	1.534076344662188	4.360237387868298	1.474621703693001	4.8109250339645335	+	PAY
CELESTRAK	ONEWEB-0635		2023-043AG	56076	2023-03-26	UK												2026-08-03T12:40:07.731264	7579905.896802613	0.00018375	1.5340937979547078	4.359143066427297	1.7564644526220534	4.529054359767449	+	PAY
CELESTRAK	ONEWEB-0636		2023-043AH	56077	2023-03-26	UK												2026-08-03T03:21:06.396768	7579908.355163649	0.00018798	1.5340920526254558	4.360581217730941	1.7176640380209673	4.5678669916732995	+	PAY
CELESTRAK	ONEWEB-0637		2023-043AJ	56078	2023-03-26	UK												2026-08-03T03:11:58.295904	7579905.631760683	0.00017347	1.5340815806499437	4.360837781130983	1.5838147376855223	4.701690112069964	+	PAY
CELESTRAK	ONEWEB-0647		2023-043AK	56079	2023-03-26	UK												2026-08-03T12:12:45.554976	7579907.41407208	0.00019848	1.534079835320692	4.359750441006992	1.7419729838427445	4.543575499144042	+	PAY
CELESTRAK	ONEWEB-0651		2023-043AL	56080	2023-03-26	UK												2026-08-03T13:55:25.644288	7579905.297577413	0.00018152	1.5340815806499437	4.359378685876317	1.688935918533141	4.596582893856362	+	PAY
CELESTRAK	ONEWEB-0718		2023-043AM	56081	2023-03-26	UK												2026-08-03T11:59:01.789728	7579913.471633947	0.00022061	1.5340955432839598	4.359349015279033	1.4214816639575298	4.864112197589809	+	PAY
CELESTRAK	STARLINK-6109		2023-046B	56094	2023-03-29	US												2026-08-03T14:42:20.818944	6861194.677888111	0.00013898	0.7505736088324054	0.901209485913532	4.628730113348846	1.655664707002373	+	PAY
CELESTRAK	STARLINK-6090		2023-046C	56095	2023-03-29	US												2026-08-03T14:31:14.929824	6861158.485187309	0.000192	0.7505945527834293	0.9002425735079272	4.752742738020051	1.5315456172467958	+	PAY
CELESTRAK	STARLINK-6089		2023-046D	56096	2023-03-29	US												2026-08-03T14:47:53.873664	6861220.456532859	0.00020005	0.7505666275153975	0.9017016687625943	4.836996762330825	1.4472776303020058	+	PAY
CELESTRAK	STARLINK-6077		2023-046E	56097	2023-03-29	US												2026-08-03T11:16:42.644064	6861201.97218096	0.0001804	0.7505736088324054	0.0933210097748848	4.809094183579192	1.4752186062971828	+	PAY
CELESTRAK	STARLINK-6088		2023-046F	56098	2023-03-29	US												2026-08-03T14:36:48.379392	6861246.271352849	0.00023651	0.7505753541616575	0.9008098055148253	5.194602508759699	1.089650939922108	+	PAY
CELESTRAK	STARLINK-6076		2023-046H	56100	2023-03-29	US												2026-08-03T14:23:50.616960	6861196.23196612	0.00018719	0.7505805901494134	0.8996072736602012	4.727187627112349	1.557109454800757	+	PAY
CELESTRAK	STARLINK-6095		2023-046J	56101	2023-03-29	US												2026-08-03T14:29:23.532576	6861199.714421579	0.00013252	0.7505788448201615	0.8999615754983561	4.799512325985742	1.4848964569994918	+	PAY
CELESTRAK	STARLINK-6075		2023-046K	56102	2023-03-29	US												2026-08-03T14:51:35.543232	6861188.805936566	0.00020605	0.7505439382351214	0.9018395497735019	4.605960547927328	1.6783016274007392	+	PAY
CELESTRAK	STARLINK-6096		2023-046L	56103	2023-03-29	US												2026-08-03T13:06:19.967616	6861183.152585602	0.00018887	0.7505893167956734	0.9074333300261439	4.725536545639963	1.5587587909438918	+	PAY
CELESTRAK	STARLINK-6062		2023-046M	56104	2023-03-29	US												2026-08-03T14:34:56.458560	6861193.150760289	0.00018414	0.7505893167956734	0.9004589943351745	4.627401917788078	1.6569021454420367	+	PAY
CELESTRAK	STARLINK-6066		2023-046N	56105	2023-03-29	US												2026-08-02T23:45:11.268864	6861151.601232138	0.00013358	0.7505107769793337	0.9693820464964306	4.686243948189815	1.5981595988076638	+	PAY
CELESTRAK	STARLINK-6030		2023-046Q	56107	2023-03-29	US												2026-08-03T14:03:43.316064	6861207.344098682	0.00009447	0.7505544102106335	0.9124057730650758	4.559705832090973	1.7247780000520962	+	PAY
CELESTRAK	STARLINK-6081		2023-046R	56108	2023-03-29	US												2026-08-03T13:21:08.300448	6861198.1753134625	0.00014966	0.7505404475766174	0.9084927448821044	4.491554215459099	1.7928266422581032	+	PAY
CELESTRAK	STARLINK-6083		2023-046S	56109	2023-03-29	US												2026-08-02T23:50:43.378368	6861142.0523555335	0.00005982	0.7505509195521296	0.9699684771251007	4.382994735985052	1.901564145315854	+	PAY
CELESTRAK	STARLINK-6082		2023-046T	56110	2023-03-29	US												2026-08-02T23:41:29.141376	6861197.543500847	0.00010193	0.7505369569181135	0.9690068007072518	4.631554056078572	1.6529140681012298	+	PAY
CELESTRAK	STARLINK-6084		2023-046U	56111	2023-03-29	US												2026-08-03T14:20:20.607936	6861177.648963806	0.00015763	0.7505753541616575	0.9137863285034031	4.785741678187508	1.498616490249419	+	PAY
CELESTRAK	STARLINK-6080		2023-046V	56112	2023-03-29	US												2026-08-03T14:09:14.823360	6861193.623870387	0.00013452	0.7505666275153975	0.9129642784257138	4.615479573667704	1.6689239733297736	+	PAY
CELESTRAK	STARLINK-6113		2023-046W	56113	2023-03-29	US												2026-08-03T12:51:31.715136	6861192.393185432	0.00017467	0.7505928074541774	0.9059672534544685	4.74289733570955	1.541425926142336	+	PAY
CELESTRAK	STARLINK-6101		2023-046Y	56115	2023-03-29	US												2026-08-03T13:51:27.103392	6861205.221082005	0.0001423	0.7505579008691375	0.8518288853868564	4.734868821150377	1.5495190178838338	+	PAY
CELESTRAK	STARLINK-6114		2023-046Z	56116	2023-03-29	US												2026-08-03T14:14:47.730336	6861194.360485005	0.00013763	0.7505648821861455	0.9134547159455243	4.647824015365663	1.6365742956440588	+	PAY
CELESTRAK	STARLINK-6107		2023-046AA	56117	2023-03-29	US												2026-08-03T12:21:01.037376	6861185.092929323	0.0001551	0.7505439382351214	0.6620697077930249	4.625593756683012	1.6587696477416705	+	PAY
CELESTRAK	STARLINK-6091		2023-046AC	56119	2023-03-29	US												2026-08-03T12:41:21.941952	6861172.720267257	0.00011898	0.7505491742228775	0.6637434785456875	4.08175090709083	2.2027294343937354	+	PAY
CELESTRAK	STARLINK-6079		2023-046AD	56120	2023-03-29	US												2026-08-03T12:35:49.541280	6861194.564102088	0.00013024	0.7505404475766174	0.663272239647649	4.467187673772006	1.8172315811887398	+	PAY
CELESTRAK	STARLINK-6092		2023-046AE	56121	2023-03-29	US												2026-08-03T12:30:16.362144	6861178.331675812	0.00017558	0.7505421929058695	0.6627416595550427	4.348327261052688	1.9360169447502218	+	PAY
CELESTRAK	STARLINK-6094		2023-046AF	56122	2023-03-29	US												2026-08-03T12:22:50.666880	6861191.171484122	0.00013063	0.7505648821861455	0.8586897746764462	4.660634732075302	1.6237775415684363	+	PAY
CELESTRAK	STARLINK-6115		2023-046AH	56123	2023-03-29	US												2026-08-03T13:01:43.399488	6861188.656218436	0.00013206	0.7505456835643736	0.6656162168330775	4.682500216944287	1.6019068207116955	+	PAY
CELESTRAK	STARLINK-6126		2023-046AJ	56124	2023-03-29	US												2026-08-02T22:17:18.449664	6861100.443715643	0.00019888	0.7505352115888614	0.7203567234926276	4.843892558205455	1.4403853250858805	+	PAY
CELESTRAK	STARLINK-6119		2023-046AK	56125	2023-03-29	US												2026-08-03T12:56:10.482144	6861189.69226807	0.00012251	0.7505421929058695	0.6651240339840151	4.753339640624232	1.5310883409827736	+	PAY
CELESTRAK	STARLINK-6124		2023-046AL	56126	2023-03-29	US												2026-08-03T12:06:12.752064	6861058.500353854	0.00017215	0.7505788448201615	0.6606769350499335	3.490682938598187	2.793870706714963	+	PAY
CELESTRAK	STARLINK-6104		2023-046AM	56127	2023-03-29	US												2026-08-03T11:54:24.286752	6861203.355583515	0.00012982	0.7505718635031535	0.7190547078706399	4.776936492111196	1.5074775268617944	+	PAY
CELESTRAK	STARLINK-6122		2023-046AN	56128	2023-03-29	US												2026-08-03T12:50:37.707360	6861196.300836651	0.00009947	0.7505212489548455	0.6645358580260929	4.46461854911307	1.8198600470422435	+	PAY
CELESTRAK	STARLINK-6121		2023-046AP	56129	2023-03-29	US												2026-08-03T10:13:24.587328	6861160.401558937	0.0001505	0.7505875714664214	6.057547396152508	4.67318364939714	1.6111867363445496	+	PAY
CELESTRAK	STARLINK-6117		2023-046AQ	56130	2023-03-29	US												2026-08-03T13:36:40.819968	6861164.884077174	0.00013622	0.7505648821861455	0.6538474616868797	4.386837950997943	1.8975760679750469	+	PAY
CELESTRAK	STARLINK-6120		2023-046AR	56131	2023-03-29	US												2026-08-03T13:47:46.625280	6861197.456664055	0.00015741	0.7505683728446494	0.6546939463740971	4.710294585282297	1.5740635831546301	+	PAY
CELESTRAK	STARLINK-6071		2023-046AS	56132	2023-03-29	US												2026-08-03T13:05:12.306048	6861238.387042089	0.00017086	0.7506015341004374	0.650972904408845	4.27078228238658	2.0135811220381017	+	PAY
CELESTRAK	STARLINK-5566		2023-046AT	56133	2023-03-29	US												2026-08-03T13:12:37.079424	6861194.665910635	0.00012674	0.7505753541616575	0.6515994776103109	4.658381512010977	1.626037742949769	+	PAY
CELESTRAK	STARLINK-5564		2023-046AU	56134	2023-03-29	US												2026-08-03T13:10:46.095168	6861197.992656721	0.00017063	0.7505962981126814	0.6514668325871594	4.868264335880303	1.4160711432763473	+	PAY
